00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 07:13:20,00-01-6C-D0-9F-25,2018-01-06 07:40:03
00-01-6C-D0-9F-25,10.10.13.167,1,16,1,2018-01-06 11:22:43,00-01-6C-D0-9F-25,2018-01-06 11:22:43
00-01-6C-D0-9F-25,10.10.10.14,1,16,1,2018-01-06 17:02:19,00-01-6C-D0-9F-25,2018-01-06 17:12:23
00-01-6C-D0-9F-25,10.10.10.220,1,16,1,2018-01-06 00:00:36,00-01-6C-D0-9F-25,2018-01-06 03:14:58
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 16:13:38,00-01-6C-D0-9F-25,2018-01-06 17:18:37
00-01-6C-D0-9F-25,10.10.10.14,1,16,1,2018-01-06 17:13:42,00-01-6C-D0-9F-25,2018-01-06 21:55:36
00-01-6C-D0-9F-25,10.10.13.167,1,16,1,2018-01-06 12:23:44,00-01-6C-D0-9F-25,2018-01-06 13:00:52
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 11:06:48,00-01-6C-D0-9F-25,2018-01-06 16:13:38
00-01-6C-D0-9F-25,10.10.15.98,1,16,1,2018-01-06 10:52:14,00-01-6C-D0-9F-25,2018-01-06 10:52:33
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 19:18:38,00-01-6C-D0-9F-25,2018-01-06 22:09:25
00-01-6C-D0-9F-25,10.10.10.145,1,16,1,2018-01-06 07:13:20,00-01-6C-D0-9F-25,2018-01-06 07:40:03
00-01-6C-D0-9F-25,10.10.13.83,1,16,1,2018-01-06 11:22:43,00-01-6C-D0-9F-25,2018-01-06 11:22:43
00-01-6C-D0-9F-25,10.10.10.79,1,16,1,2018-01-06 17:02:19,00-01-6C-D0-9F-25,2018-01-06 17:12:23
00-01-6C-D0-9F-25,10.10.10.103,1,16,1,2018-01-06 00:00:36,00-01-6C-D0-9F-25,2018-01-06 03:14:58
00-01-6C-D0-9F-25,10.10.10.145,1,16,1,2018-01-06 16:13:38,00-01-6C-D0-9F-25,2018-01-06 17:18:37
00-01-6C-D0-9F-25,10.10.10.79,1,16,1,2018-01-06 17:13:42,00-01-6C-D0-9F-25,2018-01-06 21:55:36
00-01-6C-D0-9F-25,10.10.13.83,1,16,1,2018-01-06 12:23:44,00-01-6C-D0-9F-25,2018-01-06 13:00:52
00-01-6C-D0-9F-25,10.10.10.103,1,16,1,2018-01-06 11:06:48,00-01-6C-D0-9F-25,2018-01-06 16:13:38
00-01-6C-D0-9F-25,10.10.15.9,1,16,1,2018-01-06 10:52:14,00-01-6C-D0-9F-25,2018-01-06 10:52:33
00-01-6C-D0-9F-25,10.10.10.145,1,16,1,2018-01-06 19:18:38,00-01-6C-D0-9F-25,2018-01-06 22:09:25
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 07:13:20,00-01-6C-D0-9F-25,2018-01-06 07:40:03
00-01-6C-D0-9F-25,10.10.13.167,1,16,1,2018-01-06 11:22:43,00-01-6C-D0-9F-25,2018-01-06 11:22:43
00-01-6C-D0-9F-25,10.10.10.14,1,16,1,2018-01-06 17:02:19,00-01-6C-D0-9F-25,2018-01-06 17:12:23
00-01-6C-D0-9F-25,10.10.10.220,1,16,1,2018-01-06 00:00:36,00-01-6C-D0-9F-25,2018-01-06 03:14:58
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 16:13:38,00-01-6C-D0-9F-25,2018-01-06 17:18:37
00-01-6C-D0-9F-25,10.10.10.14,1,16,1,2018-01-06 17:13:42,00-01-6C-D0-9F-25,2018-01-06 21:55:36
00-01-6C-D0-9F-25,10.10.13.167,1,16,1,2018-01-06 12:23:44,00-01-6C-D0-9F-25,2018-01-06 13:00:52
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 11:06:48,00-01-6C-D0-9F-25,2018-01-06 16:13:38
00-01-6C-D0-9F-25,10.10.15.98,1,16,1,2018-01-06 10:52:14,00-01-6C-D0-9F-25,2018-01-06 10:52:33
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 19:18:38,00-01-6C-D0-9F-25,2018-01-06 22:09:25
00-01-6C-D0-9F-25,10.10.10.145,1,16,1,2018-01-06 07:13:20,00-01-6C-D0-9F-25,2018-01-06 07:40:03
00-01-6C-D0-9F-25,10.10.13.83,1,16,1,2018-01-06 11:22:43,00-01-6C-D0-9F-25,2018-01-06 11:22:43
00-01-6C-D0-9F-25,10.10.10.79,1,16,1,2018-01-06 17:02:19,00-01-6C-D0-9F-25,2018-01-06 17:12:23
00-01-6C-D0-9F-25,10.10.10.103,1,16,1,2018-01-06 00:00:36,00-01-6C-D0-9F-25,2018-01-06 03:14:58
00-01-6C-D0-9F-25,10.10.10.145,1,16,1,2018-01-06 16:13:38,00-01-6C-D0-9F-25,2018-01-06 17:18:37
00-01-6C-D0-9F-25,10.10.10.79,1,16,1,2018-01-06 17:13:42,00-01-6C-D0-9F-25,2018-01-06 21:55:36
00-01-6C-D0-9F-25,10.10.13.83,1,16,1,2018-01-06 12:23:44,00-01-6C-D0-9F-25,2018-01-06 13:00:52
00-01-6C-D0-9F-25,10.10.10.103,1,16,1,2018-01-06 11:06:48,00-01-6C-D0-9F-25,2018-01-06 16:13:38
00-01-6C-D0-9F-25,10.10.15.9,1,16,1,2018-01-06 10:52:14,00-01-6C-D0-9F-25,2018-01-06 10:52:33
00-01-6C-D0-9F-25,10.10.10.145,1,16,1,2018-01-06 19:18:38,00-01-6C-D0-9F-25,2018-01-06 22:09:25
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 07:13:20,00-01-6C-D0-9F-25,2018-01-06 07:40:03
00-01-6C-D0-9F-25,10.10.13.167,1,16,1,2018-01-06 11:22:43,00-01-6C-D0-9F-25,2018-01-06 11:22:43
00-01-6C-D0-9F-25,10.10.10.14,1,16,1,2018-01-06 17:02:19,00-01-6C-D0-9F-25,2018-01-06 17:12:23
00-01-6C-D0-9F-25,10.10.10.220,1,16,1,2018-01-06 00:00:36,00-01-6C-D0-9F-25,2018-01-06 03:14:58
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 16:13:38,00-01-6C-D0-9F-25,2018-01-06 17:18:37
00-01-6C-D0-9F-25,10.10.10.14,1,16,1,2018-01-06 17:13:42,00-01-6C-D0-9F-25,2018-01-06 21:55:36
00-01-6C-D0-9F-25,10.10.13.167,1,16,1,2018-01-06 12:23:44,00-01-6C-D0-9F-25,2018-01-06 13:00:52
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 11:06:48,00-01-6C-D0-9F-25,2018-01-06 16:13:38
00-01-6C-D0-9F-25,10.10.15.98,1,16,1,2018-01-06 10:52:14,00-01-6C-D0-9F-25,2018-01-06 10:52:33
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 19:18:38,00-01-6C-D0-9F-25,2018-01-06 22:09:25
00-01-6C-D0-9F-25,10.10.10.145,1,16,1,2018-01-06 07:13:20,00-01-6C-D0-9F-25,2018-01-06 07:40:03
00-01-6C-D0-9F-25,10.10.13.83,1,16,1,2018-01-06 11:22:43,00-01-6C-D0-9F-25,2018-01-06 11:22:43
00-01-6C-D0-9F-25,10.10.10.79,1,16,1,2018-01-06 17:02:19,00-01-6C-D0-9F-25,2018-01-06 17:12:23
00-01-6C-D0-9F-25,10.10.10.103,1,16,1,2018-01-06 00:00:36,00-01-6C-D0-9F-25,2018-01-06 03:14:58
00-01-6C-D0-9F-25,10.10.10.145,1,16,1,2018-01-06 16:13:38,00-01-6C-D0-9F-25,2018-01-06 17:18:37
00-01-6C-D0-9F-25,10.10.10.79,1,16,1,2018-01-06 17:13:42,00-01-6C-D0-9F-25,2018-01-06 21:55:36
00-01-6C-D0-9F-25,10.10.13.83,1,16,1,2018-01-06 12:23:44,00-01-6C-D0-9F-25,2018-01-06 13:00:52
00-01-6C-D0-9F-25,10.10.10.103,1,16,1,2018-01-06 11:06:48,00-01-6C-D0-9F-25,2018-01-06 16:13:38
00-01-6C-D0-9F-25,10.10.15.9,1,16,1,2018-01-06 10:52:14,00-01-6C-D0-9F-25,2018-01-06 10:52:33
00-01-6C-D0-9F-25,10.10.10.145,1,16,1,2018-01-06 19:18:38,00-01-6C-D0-9F-25,2018-01-06 22:09:25
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 07:13:20,00-01-6C-D0-9F-25,2018-01-06 07:40:03
00-01-6C-D0-9F-25,10.10.13.167,1,16,1,2018-01-06 11:22:43,00-01-6C-D0-9F-25,2018-01-06 11:22:43
00-01-6C-D0-9F-25,10.10.10.14,1,16,1,2018-01-06 17:02:19,00-01-6C-D0-9F-25,2018-01-06 17:12:23
00-01-6C-D0-9F-25,10.10.10.220,1,16,1,2018-01-06 00:00:36,00-01-6C-D0-9F-25,2018-01-06 03:14:58
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 16:13:38,00-01-6C-D0-9F-25,2018-01-06 17:18:37
00-01-6C-D0-9F-25,10.10.10.14,1,16,1,2018-01-06 17:13:42,00-01-6C-D0-9F-25,2018-01-06 21:55:36
00-01-6C-D0-9F-25,10.10.13.167,1,16,1,2018-01-06 12:23:44,00-01-6C-D0-9F-25,2018-01-06 13:00:52
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 11:06:48,00-01-6C-D0-9F-25,2018-01-06 16:13:38
00-01-6C-D0-9F-25,10.10.15.98,1,16,1,2018-01-06 10:52:14,00-01-6C-D0-9F-25,2018-01-06 10:52:33
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 19:18:38,00-01-6C-D0-9F-25,2018-01-06 22:09:25
00-01-6C-D0-9F-25,10.10.10.145,1,16,1,2018-01-06 07:13:20,00-01-6C-D0-9F-25,2018-01-06 07:40:03
00-01-6C-D0-9F-25,10.10.13.83,1,16,1,2018-01-06 11:22:43,00-01-6C-D0-9F-25,2018-01-06 11:22:43
00-01-6C-D0-9F-25,10.10.10.79,1,16,1,2018-01-06 17:02:19,00-01-6C-D0-9F-25,2018-01-06 17:12:23
00-01-6C-D0-9F-25,10.10.10.103,1,16,1,2018-01-06 00:00:36,00-01-6C-D0-9F-25,2018-01-06 03:14:58
00-01-6C-D0-9F-25,10.10.10.145,1,16,1,2018-01-06 16:13:38,00-01-6C-D0-9F-25,2018-01-06 17:18:37
00-01-6C-D0-9F-25,10.10.10.79,1,16,1,2018-01-06 17:13:42,00-01-6C-D0-9F-25,2018-01-06 21:55:36
00-01-6C-D0-9F-25,10.10.13.83,1,16,1,2018-01-06 12:23:44,00-01-6C-D0-9F-25,2018-01-06 13:00:52
00-01-6C-D0-9F-25,10.10.10.103,1,16,1,2018-01-06 11:06:48,00-01-6C-D0-9F-25,2018-01-06 16:13:38
00-01-6C-D0-9F-25,10.10.15.9,1,16,1,2018-01-06 10:52:14,00-01-6C-D0-9F-25,2018-01-06 10:52:33
00-01-6C-D0-9F-25,10.10.10.145,1,16,1,2018-01-06 19:18:38,00-01-6C-D0-9F-25,2018-01-06 22:09:25
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 07:13:20,00-01-6C-D0-9F-25,2018-01-06 07:40:03
00-01-6C-D0-9F-25,10.10.13.167,1,16,1,2018-01-06 11:22:43,00-01-6C-D0-9F-25,2018-01-06 11:22:43
00-01-6C-D0-9F-25,10.10.10.14,1,16,1,2018-01-06 17:02:19,00-01-6C-D0-9F-25,2018-01-06 17:12:23
00-01-6C-D0-9F-25,10.10.10.220,1,16,1,2018-01-06 00:00:36,00-01-6C-D0-9F-25,2018-01-06 03:14:58
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 16:13:38,00-01-6C-D0-9F-25,2018-01-06 17:18:37
00-01-6C-D0-9F-25,10.10.10.14,1,16,1,2018-01-06 17:13:42,00-01-6C-D0-9F-25,2018-01-06 21:55:36
00-01-6C-D0-9F-25,10.10.13.167,1,16,1,2018-01-06 12:23:44,00-01-6C-D0-9F-25,2018-01-06 13:00:52
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 11:06:48,00-01-6C-D0-9F-25,2018-01-06 16:13:38
00-01-6C-D0-9F-25,10.10.15.98,1,16,1,2018-01-06 10:52:14,00-01-6C-D0-9F-25,2018-01-06 10:52:33
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 19:18:38,00-01-6C-D0-9F-25,2018-01-06 22:09:25
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 07:13:20,00-01-6C-D0-9F-25,2018-01-06 07:40:03
00-01-6C-D0-9F-25,10.10.13.167,1,16,1,2018-01-06 11:22:43,00-01-6C-D0-9F-25,2018-01-06 11:22:43
00-01-6C-D0-9F-25,10.10.10.14,1,16,1,2018-01-06 17:02:19,00-01-6C-D0-9F-25,2018-01-06 17:12:23
00-01-6C-D0-9F-25,10.10.10.220,1,16,1,2018-01-06 00:00:36,00-01-6C-D0-9F-25,2018-01-06 03:14:58
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 16:13:38,00-01-6C-D0-9F-25,2018-01-06 17:18:37
00-01-6C-D0-9F-25,10.10.10.14,1,16,1,2018-01-06 17:13:42,00-01-6C-D0-9F-25,2018-01-06 21:55:36
00-01-6C-D0-9F-25,10.10.13.167,1,16,1,2018-01-06 12:23:44,00-01-6C-D0-9F-25,2018-01-06 13:00:52
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 11:06:48,00-01-6C-D0-9F-25,2018-01-06 16:13:38
00-01-6C-D0-9F-25,10.10.15.98,1,16,1,2018-01-06 10:52:14,00-01-6C-D0-9F-25,2018-01-06 10:52:33
00-01-6C-D0-9F-25,10.10.10.221,1,16,1,2018-01-06 19:18:38,00-01-6C-D0-9F-25,2018-01-06 22:09:25
